origin,destination,hour,origin_category,dest_category,multiplier,priority_weight,expected_trips,trips
Arthur S. Keating Sports Center,Cunningham Hall,15,Recreation,Residence,0.5,0.5625,2.25,0
Arthur S. Keating Sports Center,Cunningham Hall,16,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Cunningham Hall,17,Recreation,Residence,0.5,0.5625,2.25,5
Arthur S. Keating Sports Center,Cunningham Hall,18,Recreation,Residence,0.5,0.5625,2.25,2
Arthur S. Keating Sports Center,Cunningham Hall,19,Recreation,Residence,0.2,0.5625,0.9,4
Arthur S. Keating Sports Center,Cunningham Hall,20,Recreation,Residence,0.2,0.5625,0.9,3
Arthur S. Keating Sports Center,Cunningham Hall,21,Recreation,Residence,0.2,0.5625,0.9,1
Arthur S. Keating Sports Center,Cunningham Hall,22,Recreation,Residence,0.2,0.5625,0.9,2
Arthur S. Keating Sports Center,Farr Hall,7,Recreation,Residence,0.2,0.5625,0.9,2
Arthur S. Keating Sports Center,Farr Hall,8,Recreation,Residence,0.5,0.5625,2.25,1
Arthur S. Keating Sports Center,Farr Hall,9,Recreation,Residence,0.5,0.5625,2.25,4
Arthur S. Keating Sports Center,Farr Hall,10,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Farr Hall,11,Recreation,Residence,0.5,0.5625,2.25,0
Arthur S. Keating Sports Center,Farr Hall,12,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Farr Hall,13,Recreation,Residence,0.5,0.5625,2.25,1
Arthur S. Keating Sports Center,Farr Hall,14,Recreation,Residence,0.5,0.5625,2.25,2
Arthur S. Keating Sports Center,Farr Hall,15,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Farr Hall,16,Recreation,Residence,0.5,0.5625,2.25,5
Arthur S. Keating Sports Center,Farr Hall,17,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Farr Hall,18,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Farr Hall,19,Recreation,Residence,0.2,0.5625,0.9,0
Arthur S. Keating Sports Center,Farr Hall,20,Recreation,Residence,0.2,0.5625,0.9,0
Arthur S. Keating Sports Center,Farr Hall,21,Recreation,Residence,0.2,0.5625,0.9,0
Arthur S. Keating Sports Center,Farr Hall,22,Recreation,Residence,0.2,0.5625,0.9,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,7,Recreation,Admin,0.2,0.375,0.6,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,8,Recreation,Admin,0.5,0.375,1.5,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,9,Recreation,Admin,0.5,0.375,1.5,1
Arthur S. Keating Sports Center,Grover M. Herman Hall,10,Recreation,Admin,0.5,0.375,1.5,2
Arthur S. Keating Sports Center,Grover M. Herman Hall,11,Recreation,Admin,0.5,0.375,1.5,1
Arthur S. Keating Sports Center,Grover M. Herman Hall,12,Recreation,Admin,0.5,0.375,1.5,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,13,Recreation,Admin,0.5,0.375,1.5,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,14,Recreation,Admin,0.5,0.375,1.5,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,15,Recreation,Admin,0.5,0.375,1.5,1
Arthur S. Keating Sports Center,Grover M. Herman Hall,16,Recreation,Admin,0.5,0.375,1.5,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,17,Recreation,Admin,0.5,0.375,1.5,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,18,Recreation,Admin,0.5,0.375,1.5,1
Arthur S. Keating Sports Center,Grover M. Herman Hall,19,Recreation,Admin,0.2,0.375,0.6,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,20,Recreation,Admin,0.2,0.375,0.6,0
Arthur S. Keating Sports Center,Grover M. Herman Hall,21,Recreation,Admin,0.2,0.375,0.6,1
Arthur S. Keating Sports Center,Grover M. Herman Hall,22,Recreation,Admin,0.2,0.375,0.6,1
Arthur S. Keating Sports Center,Kaplan Institute,7,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Kaplan Institute,8,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Kaplan Institute,9,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Kaplan Institute,10,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Kaplan Institute,11,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,Kaplan Institute,12,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,Kaplan Institute,13,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Kaplan Institute,14,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Kaplan Institute,15,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Kaplan Institute,16,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Kaplan Institute,17,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Kaplan Institute,18,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Kaplan Institute,19,Recreation,Academic,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,Kaplan Institute,20,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Kaplan Institute,21,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Kaplan Institute,22,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Main Building,7,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Main Building,8,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Main Building,9,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Main Building,10,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Main Building,11,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Main Building,12,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Main Building,13,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Main Building,14,Recreation,Academic,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,Main Building,15,Recreation,Academic,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,Main Building,16,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Main Building,17,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Main Building,18,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Main Building,19,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Main Building,20,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Main Building,21,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Main Building,22,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,McCormick Student Village,7,Recreation,Residence,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,McCormick Student Village,8,Recreation,Residence,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,McCormick Student Village,9,Recreation,Residence,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,McCormick Student Village,10,Recreation,Residence,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Student Village,11,Recreation,Residence,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,McCormick Student Village,12,Recreation,Residence,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,McCormick Student Village,13,Recreation,Residence,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Student Village,14,Recreation,Residence,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,McCormick Student Village,15,Recreation,Residence,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Student Village,16,Recreation,Residence,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Student Village,17,Recreation,Residence,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Student Village,18,Recreation,Residence,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Student Village,19,Recreation,Residence,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,McCormick Student Village,20,Recreation,Residence,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,McCormick Student Village,21,Recreation,Residence,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,McCormick Student Village,22,Recreation,Residence,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,7,Recreation,Student Center,0.2,0.75,1.2,3
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,8,Recreation,Student Center,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,9,Recreation,Student Center,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,10,Recreation,Student Center,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,11,Recreation,Student Center,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,12,Recreation,Student Center,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,13,Recreation,Student Center,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,14,Recreation,Student Center,0.5,0.75,3.0,6
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,15,Recreation,Student Center,0.5,0.75,3.0,6
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,16,Recreation,Student Center,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,17,Recreation,Student Center,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,18,Recreation,Student Center,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,19,Recreation,Student Center,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,20,Recreation,Student Center,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,21,Recreation,Student Center,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,McCormick Tribune Campus Center,22,Recreation,Student Center,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Paul Galvin Library,7,Recreation,Library,0.1,0.75,0.6,0
Arthur S. Keating Sports Center,Paul Galvin Library,8,Recreation,Library,0.1,0.75,0.6,0
Arthur S. Keating Sports Center,Paul Galvin Library,9,Recreation,Library,0.1,0.75,0.6,0
Arthur S. Keating Sports Center,Paul Galvin Library,10,Recreation,Library,0.6,0.75,3.6,5
Arthur S. Keating Sports Center,Paul Galvin Library,11,Recreation,Library,0.6,0.75,3.6,0
Arthur S. Keating Sports Center,Paul Galvin Library,12,Recreation,Library,0.6,0.75,3.6,3
Arthur S. Keating Sports Center,Paul Galvin Library,13,Recreation,Library,0.6,0.75,3.6,3
Arthur S. Keating Sports Center,Paul Galvin Library,14,Recreation,Library,0.6,0.75,3.6,3
Arthur S. Keating Sports Center,Paul Galvin Library,15,Recreation,Library,0.6,0.75,3.6,3
Arthur S. Keating Sports Center,Paul Galvin Library,16,Recreation,Library,0.6,0.75,3.6,2
Arthur S. Keating Sports Center,Paul Galvin Library,17,Recreation,Library,0.6,0.75,3.6,5
Arthur S. Keating Sports Center,Paul Galvin Library,18,Recreation,Library,0.6,0.75,3.6,2
Arthur S. Keating Sports Center,Paul Galvin Library,19,Recreation,Library,0.6,0.75,3.6,4
Arthur S. Keating Sports Center,Paul Galvin Library,20,Recreation,Library,0.6,0.75,3.6,0
Arthur S. Keating Sports Center,Paul Galvin Library,21,Recreation,Library,0.6,0.75,3.6,3
Arthur S. Keating Sports Center,Paul Galvin Library,22,Recreation,Library,0.6,0.75,3.6,3
Arthur S. Keating Sports Center,Perlstein Hall,7,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Perlstein Hall,8,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Perlstein Hall,9,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Perlstein Hall,10,Recreation,Academic,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,Perlstein Hall,11,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Perlstein Hall,12,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,Perlstein Hall,13,Recreation,Academic,0.5,0.75,3.0,0
Arthur S. Keating Sports Center,Perlstein Hall,14,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Perlstein Hall,15,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,Perlstein Hall,16,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Perlstein Hall,17,Recreation,Academic,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,Perlstein Hall,18,Recreation,Academic,0.5,0.75,3.0,5
Arthur S. Keating Sports Center,Perlstein Hall,19,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Perlstein Hall,20,Recreation,Academic,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,Perlstein Hall,21,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Perlstein Hall,22,Recreation,Academic,0.2,0.75,1.2,3
Arthur S. Keating Sports Center,Pritzker Science Center,7,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Pritzker Science Center,8,Recreation,Academic,0.5,0.75,3.0,0
Arthur S. Keating Sports Center,Pritzker Science Center,9,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Pritzker Science Center,10,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,Pritzker Science Center,11,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,Pritzker Science Center,12,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Pritzker Science Center,13,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Pritzker Science Center,14,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,Pritzker Science Center,15,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Pritzker Science Center,16,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,Pritzker Science Center,17,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,Pritzker Science Center,18,Recreation,Academic,0.5,0.75,3.0,0
Arthur S. Keating Sports Center,Pritzker Science Center,19,Recreation,Academic,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,Pritzker Science Center,20,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Pritzker Science Center,21,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Pritzker Science Center,22,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,Rowe Village Middle,7,Recreation,Residence,0.2,0.5625,0.9,0
Arthur S. Keating Sports Center,Rowe Village Middle,8,Recreation,Residence,0.5,0.5625,2.25,0
Arthur S. Keating Sports Center,Rowe Village Middle,9,Recreation,Residence,0.5,0.5625,2.25,4
Arthur S. Keating Sports Center,Rowe Village Middle,10,Recreation,Residence,0.5,0.5625,2.25,4
Arthur S. Keating Sports Center,Rowe Village Middle,11,Recreation,Residence,0.5,0.5625,2.25,1
Arthur S. Keating Sports Center,Rowe Village Middle,12,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Rowe Village Middle,13,Recreation,Residence,0.5,0.5625,2.25,1
Arthur S. Keating Sports Center,Rowe Village Middle,14,Recreation,Residence,0.5,0.5625,2.25,6
Arthur S. Keating Sports Center,Rowe Village Middle,15,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Rowe Village Middle,16,Recreation,Residence,0.5,0.5625,2.25,0
Arthur S. Keating Sports Center,Rowe Village Middle,17,Recreation,Residence,0.5,0.5625,2.25,3
Arthur S. Keating Sports Center,Rowe Village Middle,18,Recreation,Residence,0.5,0.5625,2.25,1
Arthur S. Keating Sports Center,Rowe Village Middle,19,Recreation,Residence,0.2,0.5625,0.9,1
Arthur S. Keating Sports Center,Rowe Village Middle,20,Recreation,Residence,0.2,0.5625,0.9,3
Arthur S. Keating Sports Center,Rowe Village Middle,21,Recreation,Residence,0.2,0.5625,0.9,2
Arthur S. Keating Sports Center,Rowe Village Middle,22,Recreation,Residence,0.2,0.5625,0.9,1
Arthur S. Keating Sports Center,S.R. Crown Hall,7,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,S.R. Crown Hall,8,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,S.R. Crown Hall,9,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,S.R. Crown Hall,10,Recreation,Academic,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,S.R. Crown Hall,11,Recreation,Academic,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,S.R. Crown Hall,12,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,S.R. Crown Hall,13,Recreation,Academic,0.5,0.75,3.0,7
Arthur S. Keating Sports Center,S.R. Crown Hall,14,Recreation,Academic,0.5,0.75,3.0,6
Arthur S. Keating Sports Center,S.R. Crown Hall,15,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,S.R. Crown Hall,16,Recreation,Academic,0.5,0.75,3.0,2
Arthur S. Keating Sports Center,S.R. Crown Hall,17,Recreation,Academic,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,S.R. Crown Hall,18,Recreation,Academic,0.5,0.75,3.0,0
Arthur S. Keating Sports Center,S.R. Crown Hall,19,Recreation,Academic,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,S.R. Crown Hall,20,Recreation,Academic,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,S.R. Crown Hall,21,Recreation,Academic,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,S.R. Crown Hall,22,Recreation,Academic,0.2,0.75,1.2,3
Arthur S. Keating Sports Center,The Commons,7,Recreation,Dining,0.5,0.75,3.0,3
Arthur S. Keating Sports Center,The Commons,8,Recreation,Dining,0.5,0.75,3.0,4
Arthur S. Keating Sports Center,The Commons,9,Recreation,Dining,0.5,0.75,3.0,1
Arthur S. Keating Sports Center,The Commons,10,Recreation,Dining,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,The Commons,11,Recreation,Dining,1.0,0.75,6.0,7
Arthur S. Keating Sports Center,The Commons,12,Recreation,Dining,1.0,0.75,6.0,6
Arthur S. Keating Sports Center,The Commons,13,Recreation,Dining,1.0,0.75,6.0,6
Arthur S. Keating Sports Center,The Commons,14,Recreation,Dining,0.2,0.75,1.2,5
Arthur S. Keating Sports Center,The Commons,15,Recreation,Dining,0.2,0.75,1.2,0
Arthur S. Keating Sports Center,The Commons,16,Recreation,Dining,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,The Commons,17,Recreation,Dining,1.0,0.75,6.0,4
Arthur S. Keating Sports Center,The Commons,18,Recreation,Dining,1.0,0.75,6.0,7
Arthur S. Keating Sports Center,The Commons,19,Recreation,Dining,1.0,0.75,6.0,14
Arthur S. Keating Sports Center,The Commons,20,Recreation,Dining,0.2,0.75,1.2,2
Arthur S. Keating Sports Center,The Commons,21,Recreation,Dining,0.2,0.75,1.2,1
Arthur S. Keating Sports Center,The Commons,22,Recreation,Dining,0.2,0.75,1.2,1
Chemistry Research Building,Alpha Sigma Phi,7,Academic,Greek Housing,0.2,0.1875,0.3,0
Chemistry Research Building,Alpha Sigma Phi,8,Academic,Greek Housing,0.5,0.1875,0.75,2
Chemistry Research Building,Alpha Sigma Phi,9,Academic,Greek Housing,0.5,0.1875,0.75,0
Chemistry Research Building,Alpha Sigma Phi,10,Academic,Greek Housing,0.5,0.1875,0.75,0
Chemistry Research Building,Alpha Sigma Phi,11,Academic,Greek Housing,0.5,0.1875,0.75,2
Chemistry Research Building,Alpha Sigma Phi,12,Academic,Greek Housing,0.5,0.1875,0.75,0
Chemistry Research Building,Alpha Sigma Phi,13,Academic,Greek Housing,0.5,0.1875,0.75,1
Chemistry Research Building,Alpha Sigma Phi,14,Academic,Greek Housing,0.5,0.1875,0.75,1
Chemistry Research Building,Alpha Sigma Phi,15,Academic,Greek Housing,0.5,0.1875,0.75,1
Chemistry Research Building,Alpha Sigma Phi,16,Academic,Greek Housing,0.5,0.1875,0.75,1
Chemistry Research Building,Alpha Sigma Phi,17,Academic,Greek Housing,0.5,0.1875,0.75,2
Chemistry Research Building,Alpha Sigma Phi,18,Academic,Greek Housing,0.5,0.1875,0.75,2
Chemistry Research Building,Alpha Sigma Phi,19,Academic,Greek Housing,0.2,0.1875,0.3,0
Chemistry Research Building,Alpha Sigma Phi,20,Academic,Greek Housing,0.2,0.1875,0.3,0
Chemistry Research Building,Alpha Sigma Phi,21,Academic,Greek Housing,0.2,0.1875,0.3,0
Chemistry Research Building,Alpha Sigma Phi,22,Academic,Greek Housing,0.2,0.1875,0.3,0
Chemistry Research Building,Arthur S. Keating Sports Center,7,Academic,Recreation,0.2,0.5625,0.9,0
Chemistry Research Building,Arthur S. Keating Sports Center,8,Academic,Recreation,0.2,0.5625,0.9,1
Chemistry Research Building,Arthur S. Keating Sports Center,9,Academic,Recreation,0.2,0.5625,0.9,4
Chemistry Research Building,Arthur S. Keating Sports Center,10,Academic,Recreation,0.2,0.5625,0.9,1
Chemistry Research Building,Arthur S. Keating Sports Center,11,Academic,Recreation,0.2,0.5625,0.9,0
Chemistry Research Building,Arthur S. Keating Sports Center,12,Academic,Recreation,0.2,0.5625,0.9,0
Chemistry Research Building,Arthur S. Keating Sports Center,13,Academic,Recreation,0.2,0.5625,0.9,1
Chemistry Research Building,Arthur S. Keating Sports Center,14,Academic,Recreation,0.2,0.5625,0.9,1
Chemistry Research Building,Arthur S. Keating Sports Center,15,Academic,Recreation,0.7,0.5625,3.15,4
Chemistry Research Building,Arthur S. Keating Sports Center,16,Academic,Recreation,0.7,0.5625,3.15,3
Chemistry Research Building,Arthur S. Keating Sports Center,17,Academic,Recreation,0.7,0.5625,3.15,4
Chemistry Research Building,Arthur S. Keating Sports Center,18,Academic,Recreation,0.7,0.5625,3.15,5
Chemistry Research Building,Arthur S. Keating Sports Center,19,Academic,Recreation,0.7,0.5625,3.15,4
Chemistry Research Building,Arthur S. Keating Sports Center,20,Academic,Recreation,0.7,0.5625,3.15,0
Chemistry Research Building,Arthur S. Keating Sports Center,21,Academic,Recreation,0.7,0.5625,3.15,5
Chemistry Research Building,Arthur S. Keating Sports Center,22,Academic,Recreation,0.2,0.5625,0.9,4
Chemistry Research Building,Cunningham Hall,7,Academic,Residence,0.1,0.5625,0.45,0
Chemistry Research Building,Cunningham Hall,8,Academic,Residence,0.1,0.5625,0.45,0
Chemistry Research Building,Cunningham Hall,9,Academic,Residence,0.1,0.5625,0.45,0
Chemistry Research Building,Cunningham Hall,10,Academic,Residence,0.1,0.5625,0.45,1
Chemistry Research Building,Cunningham Hall,11,Academic,Residence,0.1,0.5625,0.45,1
Chemistry Research Building,Cunningham Hall,12,Academic,Residence,0.4,0.5625,1.8,0
Chemistry Research Building,Cunningham Hall,13,Academic,Residence,0.4,0.5625,1.8,0
Chemistry Research Building,Cunningham Hall,14,Academic,Residence,0.4,0.5625,1.8,2
Chemistry Research Building,Cunningham Hall,15,Academic,Residence,0.1,0.5625,0.45,0
Chemistry Research Building,Cunningham Hall,16,Academic,Residence,1.0,0.5625,4.5,2
Chemistry Research Building,Cunningham Hall,17,Academic,Residence,1.0,0.5625,4.5,3
Chemistry Research Building,Cunningham Hall,18,Academic,Residence,1.0,0.5625,4.5,3
Chemistry Research Building,Cunningham Hall,19,Academic,Residence,0.3,0.5625,1.35,1
Chemistry Research Building,Cunningham Hall,20,Academic,Residence,0.3,0.5625,1.35,2
Chemistry Research Building,Cunningham Hall,21,Academic,Residence,0.3,0.5625,1.35,1
Chemistry Research Building,Cunningham Hall,22,Academic,Residence,0.1,0.5625,0.45,0
